,Movie,Producer,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season,genre_encoded,log_sales,log_audience,log_screen
402,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)넥스트엔터테인먼트월드(NEW),544,3290582700,445014,애니메이션,2,2015,12,1,14,21.914,13.006,6.301
403,오감도,"허진호,오기환",(주)시너지하우스 (시너지),302,3107441952,443462,드라마,3,2009,7,3,6,21.857,13.002,5.714
404,10억,조민호,(주)싸이더스,252,3142668973,438833,스릴러,1,2009,8,3,13,21.868,12.992,5.533
405,감쪽같은 그녀,허인무,메가박스중앙(주)플러스엠,761,3377511790,436205,드라마,2,2019,12,1,6,21.94,12.986,6.636
406,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),613,3310122433,433825,범죄,1,2017,3,2,10,21.92,12.98,6.42
407,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,572,3360045489,431310,사극,1,2015,8,3,11,21.935,12.975,6.351
408,창수,이덕희,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",415,3146542000,429141,드라마,3,2013,11,4,6,21.87,12.97,6.031
409,오피스,홍원찬,(주)리틀빅픽쳐스,425,3354086230,428429,스릴러,1,2015,9,4,13,21.933,12.968,6.054
410,모비딕,박인제,(주)쇼박스,377,3246572000,428139,스릴러,1,2011,6,3,13,21.901,12.967,5.935
411,두 개의 달,김동빈,롯데쇼핑㈜롯데엔터테인먼트,347,2944786748,425972,공포(호러),1,2012,7,3,3,21.803,12.962,5.852
412,나를 잊지 말아요,이윤정,씨제이이앤엠(주),559,3398915000,425799,멜로/로맨스,1,2016,1,1,7,21.947,12.962,6.328
413,티끌모아 로맨스,김정환,필라멘트픽쳐스,294,2942253500,424002,멜로/로맨스,1,2011,11,4,7,21.802,12.957,5.687
414,흥부: 글로 세상을 바꾼 자,조근현,롯데쇼핑㈜롯데엔터테인먼트,627,3381050200,416303,사극,0,2018,2,1,11,21.941,12.939,6.443
415,무뢰한,오승욱,CGV아트하우스,482,3262087431,414626,멜로/로맨스,3,2015,5,2,7,21.906,12.935,6.18
416,늑대소년-확장판,조성희,씨제이이앤엠(주),278,2868302500,414083,멜로/로맨스,1,2012,12,1,7,21.777,12.934,5.631
417,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)넥스트엔터테인먼트월드(NEW),763,3140214420,410131,애니메이션,2,2019,1,1,14,21.868,12.924,6.639
418,넛잡 2,캘런 브런커,롯데쇼핑㈜롯데엔터테인먼트,526,3038945100,407727,애니메이션,2,2017,10,4,14,21.835,12.918,6.267
419,좋은 친구들,이도윤,씨제이이앤엠(주),371,3201527031,404456,범죄,3,2014,7,3,10,21.887,12.91,5.919
420,사랑이 무서워,정우철,롯데쇼핑㈜롯데엔터테인먼트,290,2992783000,397923,코미디,1,2011,3,2,18,21.819,12.894,5.673
421,내 심장을 쏴라,문제용,"(주)리틀빅픽쳐스,(주)이수C&E",452,2856859132,387409,드라마,1,2015,1,1,6,21.773,12.867,6.116
422,나의 독재자,이해준,롯데쇼핑㈜롯데엔터테인먼트,654,2906692546,385934,드라마,1,2014,10,4,6,21.79,12.863,6.485
423,보통사람,김봉한,오퍼스픽쳐스(유),621,2956397623,383336,드라마,1,2017,3,2,6,21.807,12.857,6.433
424,소수의견,김성제,(주)시네마서비스,398,2891431205,383332,드라마,1,2015,6,3,6,21.785,12.857,5.989
425,대장 김창수,이원태,"(주)키다리이엔티,주식회사 키위컴퍼니",748,2871905115,380581,드라마,0,2017,10,4,6,21.778,12.849,6.619
426,경성학교: 사라진 소녀들,이해영,롯데쇼핑㈜롯데엔터테인먼트,489,2749027700,356342,미스터리,1,2015,6,3,9,21.735,12.784,6.194
427,석조저택 살인사건,"정식,김휘",(주)키다리이엔티,539,2815742886,351830,스릴러,1,2017,5,2,13,21.758,12.771,6.292
428,커플즈,정용기,(주)싸이더스,387,2646578500,351779,멜로/로맨스,1,2011,11,4,7,21.697,12.771,5.961
429,싱글라이더,이주영,워너브러더스 코리아(주),576,2685519021,351276,드라마,1,2017,2,1,6,21.711,12.769,6.358
430,7호실,이용승,롯데쇼핑㈜롯데엔터테인먼트,629,2677284639,347790,코미디,1,2017,11,4,18,21.708,12.759,6.446
431,치외법권,신동엽,판씨네마(주),446,2664941005,346483,액션,1,2015,8,3,15,21.703,12.756,6.103
432,하이힐,장진,롯데쇼핑㈜롯데엔터테인먼트,385,2735972500,339844,범죄,3,2014,6,3,10,21.73,12.736,5.956
433,음치 클리닉,김진영,롯데쇼핑㈜롯데엔터테인먼트,360,2248238000,338168,멜로/로맨스,0,2012,11,4,7,21.533,12.731,5.889
434,맨발의 꿈,김태균,(주)쇼박스,333,2413427097,338080,드라마,2,2010,6,3,6,21.604,12.731,5.811
435,허스토리,민규동,(주)넥스트엔터테인먼트월드(NEW),696,2521025949,336822,드라마,0,2018,6,3,6,21.648,12.727,6.547
436,브링 더 소울 : 더 무비,박준수,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",569,2902500310,336074,기타,2,2019,8,3,4,21.789,12.725,6.346
437,미나문방구,정익환,롯데쇼핑㈜롯데엔터테인먼트,385,2247017000,334323,드라마,2,2013,5,2,6,21.533,12.72,5.956
438,무서운 이야기,"정범식,임대웅,홍지영,김곡,김선,민규동",롯데쇼핑㈜롯데엔터테인먼트,274,2452368566,331760,공포(호러),3,2012,7,3,3,21.62,12.712,5.617
439,희생부활자,곽경택,(주)쇼박스,781,2515479835,323628,미스터리,1,2017,10,4,9,21.646,12.687,6.662
440,정승필 실종사건,강석범,롯데쇼핑㈜롯데엔터테인먼트,238,2321588076,322459,코미디,1,2009,10,4,18,21.566,12.684,5.476
441,극적인 하룻밤,하기호,CGV아트하우스,434,2610929429,320923,멜로/로맨스,3,2015,12,1,7,21.683,12.679,6.075
442,도리화가,이종필,씨제이이앤엠(주),563,2246950339,317505,사극,0,2015,11,4,11,21.533,12.668,6.335
443,세상에서 가장 아름다운 이별,민규동,(주)넥스트엔터테인먼트월드(NEW),340,2295897500,316788,드라마,1,2011,4,2,6,21.554,12.666,5.832
444,레드카펫,박범수,(주)프레인글로벌,385,2404458580,316780,멜로/로맨스,1,2014,10,4,7,21.601,12.666,5.956
445,번 더 스테이지: 더 무비,박준수,월트디즈니컴퍼니코리아 유한책임회사,243,2671391900,315010,기타,2,2018,11,4,4,21.706,12.66,5.497
446,마이 블랙 미니드레스,허인무,씨제이이앤엠(주),325,2318884500,313953,드라마,1,2011,3,2,6,21.564,12.657,5.787
447,위대한 소원,남대중,(주)넥스트엔터테인먼트월드(NEW),524,2438260213,308180,코미디,1,2016,4,2,18,21.615,12.638,6.263
448,덕구,방수인,메가박스중앙(주)플러스엠,544,2320819700,306126,드라마,2,2018,4,2,6,21.565,12.632,6.301
449,미성년,김윤석,(주)쇼박스,673,2493769950,293258,드라마,1,2019,4,2,6,21.637,12.589,6.513
450,호우시절,허진호,(주)넥스트엔터테인먼트월드(NEW),334,2165019514,291143,멜로/로맨스,1,2009,10,4,7,21.496,12.582,5.814
451,배심원들,홍승완,CGV아트하우스,784,2303130090,288113,드라마,0,2019,5,2,6,21.558,12.571,6.666
452,혼숨,이두환,(주)프레인글로벌,498,2258422445,288016,공포(호러),1,2016,10,4,3,21.538,12.571,6.213
453,기방도령,남대중,판씨네마(주),625,2327760190,286806,코미디,1,2019,7,3,18,21.568,12.567,6.439
454,네버엔딩 스토리,정용주,(주)화앤담이엔티,269,2106823000,283449,코미디,1,2012,1,1,18,21.468,12.555,5.598
455,다이노 타임,"최윤석,존 카프카",씨제이이앤엠(주),430,2099683100,283300,애니메이션,2,2015,4,2,14,21.465,12.554,6.066
456,극장판 안녕 자두야,손석우,씨제이이앤엠(주),523,2124832300,278914,애니메이션,2,2016,5,2,14,21.477,12.539,6.261
457,요가학원,윤재연,(주)싸이더스,251,1947834107,271514,공포(호러),1,2009,8,3,3,21.39,12.512,5.529
458,가비,장윤현,(주)시네마서비스,339,1969360500,270602,드라마,1,2012,3,2,6,21.401,12.508,5.829
459,롤러코스터,하정우,씨제이이앤엠(주),374,1913087600,270148,코미디,1,2013,10,4,18,21.372,12.507,5.927
460,악질경찰,이정범,워너브러더스 코리아(주),833,2256615278,262233,범죄,3,2019,3,2,10,21.537,12.477,6.726
461,함정,권형진,(주)인벤트스톤,445,2088685200,257716,스릴러,3,2015,9,4,13,21.46,12.46,6.1
462,기묘한 가족,이민재,메가박스중앙(주)플러스엠,625,2062904275,256202,코미디,0,2019,2,1,18,21.447,12.454,6.439
463,밤의 여왕,김제영,(주)인벤트스톤,333,1762892500,252475,멜로/로맨스,1,2013,10,4,7,21.29,12.439,5.811
464,불신지옥,이용주,(주)쇼박스,237,1818156353,251314,미스터리,1,2009,8,3,9,21.321,12.434,5.472
465,비밀은 없다,이경미,씨제이이앤엠(주),502,2027801239,250650,스릴러,3,2016,6,3,13,21.43,12.432,6.221
466,적과의 동침,박건용,(주)쇼박스,391,1740340000,243094,드라마,0,2011,4,2,6,21.277,12.401,5.971
467,미옥,이안규,(주)키다리이엔티,635,1897705564,238587,범죄,3,2017,11,4,10,21.364,12.382,6.455
468,강철대오:구국의 철가방,육상효,롯데쇼핑㈜롯데엔터테인먼트,366,1614867156,233211,코미디,1,2012,10,4,18,21.203,12.36,5.905
469,어느날,이윤기,"오퍼스픽쳐스(유),CGV아트하우스",532,1827370582,232016,멜로/로맨스,1,2017,4,2,7,21.326,12.355,6.279
470,폐가,이철하,(주)시너지하우스 (시너지),160,1611889133,229610,공포(호러),1,2010,8,3,3,21.201,12.344,5.081
471,순정,이은희,(주)리틀빅픽쳐스,467,1643792033,229059,드라마,0,2016,2,1,6,21.22,12.342,6.148
472,치즈인더트랩,김제영,(주)리틀빅픽쳐스,364,1890873700,229005,멜로/로맨스,1,2018,3,2,7,21.36,12.342,5.9
473,분노의 윤리학,박명랑,롯데쇼핑㈜롯데엔터테인먼트,302,1654554000,224891,스릴러,3,2013,2,1,13,21.227,12.323,5.714
474,마마,최익환,롯데쇼핑㈜롯데엔터테인먼트,269,1533830500,222731,드라마,0,2011,6,3,6,21.151,12.314,5.598
475,우리 집에 왜 왔니,황수아,롯데쇼핑㈜롯데엔터테인먼트,211,1427488305,219962,드라마,1,2009,4,2,6,21.079,12.301,5.357
476,1급기밀,홍기선,(주)리틀빅픽쳐스,512,1720083300,217803,드라마,0,2018,1,1,6,21.266,12.291,6.24
477,나는 공무원이다,구자홍,(주)넥스트엔터테인먼트월드(NEW),278,1535913500,217493,코미디,2,2012,7,3,18,21.152,12.29,5.631
478,속닥속닥,최상훈,(주)그노스,314,1900914300,217444,공포(호러),1,2018,7,3,3,21.366,12.29,5.753
479,연애의 맛,김아론,"(주)와우픽쳐스,(주)쇼박스",398,1706805153,212154,멜로/로맨스,3,2015,5,2,7,21.258,12.265,5.989
480,자칼이 온다,배형준,롯데쇼핑㈜롯데엔터테인먼트,300,1430079500,210278,코미디,1,2012,11,4,18,21.081,12.256,5.707
481,덕수리 5형제,전형준,롯데쇼핑㈜롯데엔터테인먼트,346,1560183200,206953,코미디,1,2014,12,1,18,21.168,12.24,5.849
482,코알라 키드 : 영웅의 탄생,이경호,롯데쇼핑㈜롯데엔터테인먼트,234,1434535500,205579,애니메이션,2,2012,1,1,14,21.084,12.234,5.46
483,남과 여,이윤기,(주)쇼박스,449,1651122533,203775,멜로/로맨스,3,2016,2,1,7,21.225,12.225,6.109
484,비스트,이정호,(주)넥스트엔터테인먼트월드(NEW),737,1596148590,202007,범죄,1,2019,6,3,10,21.191,12.216,6.604
485,페스티발,이해영,(주)시너지하우스 (시너지),233,1541834737,200123,코미디,3,2010,11,4,18,21.156,12.207,5.455
486,어린 의뢰인,장규성,롯데컬처웍스(주)롯데엔터테인먼트,671,1631919600,198211,드라마,0,2019,5,2,6,21.213,12.197,6.51
487,언니,임경택,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",530,1746373250,197134,액션,3,2019,1,1,15,21.281,12.192,6.275
488,투혼,김상진,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",356,1336010500,193724,드라마,2,2011,10,4,6,21.013,12.174,5.878
489,언더독,"오성윤,이춘백",(주)넥스트엔터테인먼트월드(NEW),612,1485934830,193484,애니메이션,2,2019,1,1,14,21.119,12.173,6.418
490,응징자,신동엽,(주)인벤트스톤,305,1388412500,192347,액션,3,2013,10,4,15,21.051,12.167,5.724
491,런닝맨 : 풀룰루의 역습,윤준상,(주)넥스트엔터테인먼트월드(NEW),511,1414494750,186324,애니메이션,2,2018,12,1,14,21.07,12.135,6.238
492,우상,이수진,CGV아트하우스,900,1581839728,183784,스릴러,1,2019,3,2,13,21.182,12.122,6.804
493,마이 리틀 히어로,김성훈,씨제이이앤엠(주),341,1286203128,183650,드라마,2,2013,1,1,6,20.975,12.121,5.835
494,아빠가 여자를 좋아해,이광재,(주)쇼박스,283,1264356155,177535,멜로/로맨스,0,2010,1,1,7,20.958,12.087,5.649
495,채비,조영준,오퍼스픽쳐스(유),480,1249977864,175889,드라마,0,2017,11,4,6,20.946,12.078,6.176
496,톱스타,박중훈,롯데쇼핑㈜롯데엔터테인먼트,397,1194180500,175152,드라마,1,2013,10,4,6,20.901,12.073,5.986
497,두번할까요,박용집,(주)리틀빅픽쳐스,658,1449660120,174938,코미디,1,2019,10,4,18,21.095,12.072,6.491
498,아빠를 빌려드립니다,김덕수,"메가박스중앙(주)플러스엠,(주)레드로버",326,1188673500,172445,코미디,0,2014,11,4,18,20.896,12.058,5.79
499,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,624,1304861670,172212,드라마,0,2019,2,1,6,20.989,12.056,6.438
500,그랑프리,양윤호,(주)싸이더스,235,1241827441,170446,드라마,0,2010,9,4,6,20.94,12.046,5.464
501,대배우,석민우,"(주)대명문화공장,(주)리틀빅픽쳐스",474,1245426228,169855,코미디,0,2016,3,2,18,20.943,12.043,6.163
502,노리개,최승호,(주)인벤트스톤,278,1229574500,169054,드라마,3,2013,4,2,6,20.93,12.038,5.631
503,나는 아빠다,"전만배,이세영",롯데쇼핑㈜롯데엔터테인먼트,300,1246420500,168049,액션,3,2011,4,2,15,20.944,12.032,5.707
504,진범,고정욱,(주)리틀빅픽쳐스,224,1424601000,167333,스릴러,1,2019,7,3,13,21.077,12.028,5.416
505,비밀애,"류훈,권지연",(주)시너지하우스 (시너지),275,1227023002,167132,멜로/로맨스,3,2010,3,2,7,20.928,12.027,5.62
506,무법자,김철한,(주)넥스트엔터테인먼트월드(NEW),192,1241201107,163334,드라마,3,2010,3,2,6,20.939,12.004,5.263
507,부산,박지원,(주)싸이더스,204,1185994280,160741,액션,3,2009,10,4,15,20.894,11.988,5.323
508,최강전사 미니특공대 : 새로운 악당의 습격,이영준,에이원엔터테인먼트,318,1163431200,154342,애니메이션,2,2015,2,1,14,20.875,11.947,5.765
509,달빛궁궐,김현주,(주)넥스트엔터테인먼트월드(NEW),425,1134639700,151360,애니메이션,2,2016,9,4,14,20.85,11.927,6.054
510,비정규직 특수요원,김덕수,"(주)이수C&E,(주)스톰픽쳐스코리아",497,1150732700,149719,코미디,1,2017,3,2,18,20.864,11.917,6.211
511,워킹걸,정범식,메가박스중앙(주)플러스엠,308,1183887479,149181,코미디,3,2015,1,1,18,20.892,11.913,5.733
512,웨딩드레스,권형진,(주)싸이더스,183,1014636235,146148,드라마,2,2010,1,1,6,20.738,11.892,5.215
513,펜트하우스 코끼리,정승구,(주)시너지하우스 (시너지),240,1087284273,144070,드라마,3,2009,11,4,6,20.807,11.878,5.485
514,은밀한 유혹,윤재구,씨제이이앤엠(주),394,1112423247,142405,멜로/로맨스,1,2015,6,3,7,20.83,11.866,5.979
515,키친,홍지영,실버스푼,179,939320372,142336,멜로/로맨스,1,2009,2,1,7,20.661,11.866,5.193
516,가시,김태균,(주)인벤트스톤,356,1094017000,141956,멜로/로맨스,3,2014,4,2,7,20.813,11.863,5.878
517,극장판 또봇: 로봇군단의 습격,"이달,고동우",씨제이이앤엠(주),231,1089135300,141592,애니메이션,2,2017,4,2,14,20.809,11.861,5.447
518,나를 기억해,이한욱,(주)키다리이엔티,545,1227953892,140849,미스터리,3,2018,4,2,9,20.929,11.855,6.303
519,독전: 익스텐디드 컷,이해영,(주)넥스트엔터테인먼트월드(NEW),398,844714600,137775,범죄,1,2018,7,3,10,20.555,11.833,5.989
520,0.0MHz,유선동,(주)스마일이엔티,446,1088258860,137294,공포(호러),1,2019,5,2,3,20.808,11.83,6.103
521,극장판 꼬마버스 타요의 에이스 구출작전,류정우,(주)아이코닉스,200,905899900,135398,애니메이션,2,2016,1,1,14,20.624,11.816,5.303
522,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,436,993321176,134827,코미디,1,2017,8,3,18,20.717,11.812,6.08
523,나의 절친 악당들,임상수,이십세기폭스코리아(주),384,1054470664,133553,범죄,3,2015,6,3,10,20.776,11.802,5.953
524,오늘,이정향,롯데쇼핑㈜롯데엔터테인먼트,207,712814000,131896,드라마,1,2011,10,4,6,20.385,11.79,5.338
525,두 여자,정윤수,씨제이엔터테인먼트,211,981545863,131415,멜로/로맨스,3,2010,11,4,7,20.705,11.786,5.357
526,맨홀,신재영,롯데쇼핑㈜롯데엔터테인먼트,286,1053876130,129732,공포(호러),3,2014,10,4,3,20.776,11.773,5.659
527,구세주 2,황승재,씨제이엔터테인먼트,228,838666517,127226,코미디,1,2009,2,1,18,20.547,11.754,5.434
528,시간위의 집,임대웅,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",454,987958600,124601,미스터리,1,2017,4,2,9,20.711,11.733,6.12
529,마법천자문: 대마왕의 부활을 막아라,윤영기,씨제이엔터테인먼트,179,800649684,123538,애니메이션,2,2010,8,3,14,20.501,11.724,5.193
530,퇴마: 무녀굴,김휘,씨네그루(주)다우기술,331,951843500,120802,공포(호러),1,2015,8,3,3,20.674,11.702,5.805
531,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,349,866704200,115704,애니메이션,2,2016,2,1,14,20.58,11.659,5.858
532,배우는 배우다,신연식,(주)넥스트엔터테인먼트월드(NEW),297,811031000,111927,드라마,3,2013,10,4,6,20.514,11.626,5.697
533,걸프렌즈,강석범,(주)넥스트엔터테인먼트월드(NEW),244,787235297,109195,멜로/로맨스,1,2009,12,1,7,20.484,11.601,5.501
534,히트,이성한,(주)넥스트엔터테인먼트월드(NEW),171,771023500,109019,드라마,1,2011,10,4,6,20.463,11.599,5.147
535,5백만불의 사나이,김익로,씨제이이앤엠(주),331,739789500,104736,코미디,1,2012,7,3,18,20.422,11.559,5.805
536,꿈은 이루어진다,계윤식,씨제이엔터테인먼트,222,730581233,103627,코미디,1,2010,5,2,18,20.409,11.549,5.407
537,크게 될 놈,강지은,(주)영화사오원,447,780915420,102223,드라마,1,2019,4,2,6,20.476,11.535,6.105
538,루시드 드림,김준성,(주)넥스트엔터테인먼트월드(NEW),461,759481000,102170,SF,1,2017,2,1,0,20.448,11.534,6.136
539,암전,김진원,TCO(주)더콘텐츠온,423,898461215,101913,미스터리,1,2019,8,3,9,20.616,11.532,6.05
540,바람,이성한,(주)싸이더스,120,726321610,101197,드라마,3,2009,11,4,6,20.404,11.525,4.796
541,게이트,신재호,(주)제이앤씨미디어그룹,208,820756100,101173,범죄,1,2018,2,1,10,20.526,11.525,5.342
542,돌연변이,권오광,필라멘트픽쳐스,399,748936684,100543,드라마,0,2015,10,4,6,20.434,11.518,5.991
543,미니특공대X,이영준,(주)삼지애니메이션,458,744858200,99952,애니메이션,2,2018,3,2,14,20.429,11.512,6.129
544,여중생A,이경섭,롯데컬처웍스(주)롯데엔터테인먼트,479,811686000,97849,드라마,0,2018,6,3,6,20.515,11.491,6.174
545,인류멸망 보고서,김지운,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",236,702418000,97555,SF,1,2012,4,2,0,20.37,11.488,5.468
546,슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,358,691794900,97005,애니메이션,2,2017,5,2,14,20.355,11.483,5.883
547,나탈리,주경중,롯데쇼핑㈜롯데엔터테인먼트,196,1131832453,96410,멜로/로맨스,3,2010,10,4,7,20.847,11.476,5.283
548,천국의 우편배달부,이형민,씨제이엔터테인먼트,118,644989646,96137,멜로/로맨스,2,2009,11,4,7,20.285,11.474,4.779
549,577 프로젝트,이근우,필라멘트픽쳐스,191,695765500,96079,코미디,1,2012,8,3,18,20.361,11.473,5.257
550,기생령,고석진,롯데쇼핑㈜롯데엔터테인먼트,207,746326000,96077,공포(호러),3,2011,8,3,3,20.431,11.473,5.338
551,걷기왕,백승화,CGV아트하우스,462,710905075,95542,드라마,0,2016,10,4,6,20.382,11.467,6.138
552,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",롯데쇼핑㈜롯데엔터테인먼트,317,764967500,95415,공포(호러),1,2016,6,3,3,20.455,11.466,5.762
553,일사각오,"권혁만,고문안",파이오니아21,51,682581500,94767,드라마,0,2016,3,2,6,20.341,11.459,3.951
554,그대 이름은 장미,조석현,(주)리틀빅픽쳐스,540,735782970,88054,코미디,0,2019,1,1,18,20.416,11.386,6.293
555,터널 3D,박규택,(주)박수엔터테인먼트,264,620874000,80989,공포(호러),1,2014,8,3,3,20.247,11.302,5.58
556,쓰리 썸머 나잇,김상진,"(주)리틀빅픽쳐스,(주)인벤트스톤",297,616132846,77621,코미디,3,2015,7,3,18,20.239,11.26,5.697
557,엽기적인 그녀 2,조근식,(주)리틀빅픽쳐스,387,588233900,76321,멜로/로맨스,1,2016,5,2,7,20.193,11.243,5.961
558,회초리,박광우,롯데쇼핑㈜롯데엔터테인먼트,142,479093000,74765,드라마,0,2011,5,2,6,19.987,11.222,4.963
559,로맨틱 헤븐,장진,(주)시네마서비스,260,542739500,73729,드라마,0,2011,3,2,6,20.112,11.208,5.565
560,정글히어로,"박태동,마우리시오 드 라 오르타",씨제이이앤엠(주),287,506194300,71330,애니메이션,2,2014,10,4,14,20.042,11.175,5.663
561,번개맨,조근현,(주)키다리이엔티,393,516736500,69303,판타지,2,2016,2,1,19,20.063,11.146,5.976
562,4교시 추리영역,이상용,롯데쇼핑㈜롯데엔터테인먼트,170,464636012,68367,공포(호러),1,2009,8,3,3,19.957,11.133,5.142
563,닥터,"김성홍,김유정,배현지",(주)마인스 엔터테인먼트,163,495574500,68312,스릴러,3,2013,6,3,13,20.021,11.132,5.1
564,여곡성,유영선,(주)스마일이엔티,212,594373400,67368,공포(호러),1,2018,11,4,3,20.203,11.118,5.361
565,극장판 반지의 비밀일기,한승우,"(주)영화사 빅,(주)버킷스튜디오",459,539843170,67319,애니메이션,2,2019,9,4,14,20.107,11.117,6.131
566,주문진,하명중,롯데쇼핑㈜롯데엔터테인먼트,93,378219576,67167,드라마,0,2010,1,1,6,19.751,11.115,4.543
567,Mr.아이돌,라희찬,"롯데쇼핑㈜롯데엔터테인먼트,(주)시너지하우스 (시너지)",311,467982500,67001,드라마,0,2011,11,4,6,19.964,11.112,5.743
568,올레,채두병,"(주)대명문화공장,(주)리틀빅픽쳐스",338,522938900,66883,드라마,1,2016,8,3,6,20.075,11.111,5.826
569,돌이킬 수 없는,박수영,㈜케이디미디어,205,472974485,65414,미스터리,1,2010,11,4,9,19.975,11.089,5.328
570,"사랑한다, 사랑하지 않는다",이윤기,(주)넥스트엔터테인먼트월드(NEW),80,498314500,65282,멜로/로맨스,1,2011,3,2,7,20.027,11.086,4.394
571,뷰티풀 투모로우,장재혁,씨제이 씨지브이(CJ CGV)(주),47,552273700,63279,드라마,0,2017,10,4,6,20.13,11.055,3.871
572,헤드,조운,(주)에스비에스콘텐츠허브,196,462025000,61414,액션,3,2011,5,2,15,19.951,11.025,5.283
573,결정적 한방,박중구,(주)화앤담이엔티,160,439400000,60944,코미디,1,2011,12,1,18,19.901,11.018,5.081
574,두 남자,이성태,(주)키다리이엔티,397,459566121,60365,범죄,3,2016,11,4,10,19.946,11.008,5.986
575,번개맨과 신비의 섬,김지열,"힘컨텐츠(주),(주)디스테이션",191,481474700,59923,가족,2,2018,4,2,1,19.992,11.001,5.257
576,달빛 길어올리기,임권택,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",128,362535000,57186,드라마,1,2011,3,2,6,19.709,10.954,4.86
577,극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,258,410518600,56835,애니메이션,2,2016,4,2,14,19.833,10.948,5.557
578,빅뱅 메이드,변진호,씨제이 씨지브이(CJ CGV)(주),56,464727700,55227,다큐멘터리,0,2016,6,3,5,19.957,10.919,4.043
579,내 눈에 콩깍지,이장수,씨제이엔터테인먼트,128,405424788,55132,멜로/로맨스,0,2009,11,4,7,19.82,10.918,4.86
580,잡아야 산다,오인천,오퍼스픽쳐스(유),219,410361400,54450,코미디,1,2016,1,1,18,19.833,10.905,5.394
581,왓칭,김성기,(주)리틀빅픽쳐스,488,456558262,54410,공포(호러),1,2019,4,2,3,19.939,10.904,6.192
582,머니백,허준형,(주)리틀빅픽쳐스,472,411511600,52618,액션,1,2018,4,2,15,19.835,10.871,6.159
583,폭풍전야,조창호,(주)성원아이컴,134,393501207,52597,드라마,3,2010,4,2,6,19.791,10.87,4.905
584,킬 미,양종현,(주)싸이더스,172,390480657,51304,멜로/로맨스,3,2009,11,4,7,19.783,10.846,5.153
585,미안해 사랑해 고마워,전윤수,(주)쇼박스,344,359247800,51207,드라마,1,2015,10,4,6,19.7,10.844,5.844
586,비밀,"박은경,이동하",CGV아트하우스,305,369339300,50196,미스터리,1,2015,10,4,9,19.727,10.824,5.724
587,번개맨의 비밀,강유선,(주)디스테이션,309,383521050,49751,가족,2,2018,12,1,1,19.765,10.815,5.737
588,더 킥,"프라챠 핀카엡,이종석",(주)쇼박스,153,331287500,48396,액션,0,2011,11,4,15,19.618,10.787,5.037
589,데자뷰,고경민,(주)키다리이엔티,536,360833100,48279,미스터리,1,2018,5,2,9,19.704,10.785,6.286
590,목숨 건 연애,송민규,오퍼스픽쳐스(유),393,359712800,47479,멜로/로맨스,1,2016,12,1,7,19.701,10.768,5.976
591,뜨거운 안녕,남택수,(주)나이너스엔터테인먼트,172,315291000,47105,드라마,0,2013,5,2,6,19.569,10.76,5.153
592,비밥바룰라,이성재,(주)키다리이엔티,347,318986200,46817,코미디,0,2018,1,1,18,19.581,10.754,5.852
593,"그래, 가족",마대윤,월트디즈니컴퍼니코리아 유한책임회사,361,350293300,46623,코미디,0,2017,2,1,18,19.674,10.75,5.892
594,된장,이서군,"씨제이엔터테인먼트,GV 엔터테인먼트",112,339506355,45896,미스터리,0,2010,10,4,9,19.643,10.734,4.727
595,설계,박창진,(주)팝엔터테인먼트,257,347188800,45638,스릴러,3,2014,9,4,13,19.665,10.729,5.553
596,미운오리새끼,곽경택,롯데쇼핑㈜롯데엔터테인먼트,167,308009500,45454,드라마,1,2012,8,3,6,19.546,10.724,5.124
597,혈투,박훈정,(주)싸이더스,169,329280000,43947,액션,1,2011,2,1,15,19.612,10.691,5.136
598,약장수,조치언,"(주)대명문화공장,(주)나이너스엔터테인먼트",282,313238400,43562,드라마,1,2015,4,2,6,19.562,10.682,5.645
599,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,"(주)이수C&E,(주)시너지미디어",294,312710450,41054,애니메이션,2,2018,9,4,14,19.561,10.623,5.687
600,배반의 장미,박진영,롯데컬처웍스(주)롯데엔터테인먼트,457,332232550,41054,코미디,1,2018,10,4,18,19.621,10.623,6.127
601,레이디버그,장성,(주)삼지애니메이션,172,310291500,41041,애니메이션,2,2017,2,1,14,19.553,10.622,5.153
